,full_text,date,employee_title,location,employee_status,review_title,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,Hosp_Name
284,"March 25, 2016
Helpful (1)
""Research Asst""
 Doesn't Recommend
Positive Outlook
No opinion of CEO
I have been working at Rush University Medical Center
Pros
Easy Work day. Very laid back as long as you get the work done. I enjoy my independence.
Cons
Hardly any days off. Most people are not friendly. Not a social place at all, do not coming here looking to make friends.
Advice to Management
Increase pay, find more horizontal career advance that can be taken advantage of. It is completely needed
Helpful (1)",Fri Mar 25 2016 09:19:49 GMT-0400 (Eastern Daylight Time),,, ,Research Asst,3.0,1.0,1.0,3.0,2.0,1.0,Rush University Medical Center
285,"March 11, 2016
Helpful (11)
""Elitest workplace""
Manager in Chicago, IL
Doesn't Recommend
Positive Outlook
No opinion of CEO
I have been working at Rush University Medical Center
Pros
Pretty good salary 
Work from home availability (depends on department)
Cons
If you're not a doctor or a VP, you're nobody. The top-down decision making is infuriating. It's like Dilbert come to life. Some executives are downright toxic and destructive (here's looking at you, HR) but nothing is done about it. That makes it look like Rush leadership is either clueless or cares more about protecting their own than running the place well.
Advice to Management
STOP with the lip service and the endless engagement surveys. You're just ticking people off. Get a grip on your culture. Acknowledge that Rush is an elitest, hierarchical organization and that YOU benefit from this at the expense of your employees. Own it and tell employees to accept it, or change it. But don't keep pretending it's not that way.
Helpful (11)",Fri Mar 11 2016 11:46:00 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Manager in Chicago, IL",Elitest workplace,2.0,4.0,1.0,2.0,3.0,1.0,Rush University Medical Center
286,"March 6, 2016
""Friendly place""
 I have been working at Rush University Medical Center
Pros
The people are very nice.
Cons
it is not located downtown.
Helpful",Sun Mar 06 2016 06:55:11 GMT-0500 (Eastern Standard Time),,, ,Friendly place,5.0,,,,,,Rush University Medical Center
287,"March 3, 2016
""Unit Clerk""
Unit Clerk in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center
Pros
Great hospital A lot of help from Staff including Nurses
Cons
Working overnight and part-time only 4-5 days a pay period
Helpful",Thu Mar 03 2016 06:53:20 GMT-0500 (Eastern Standard Time),,"Chicago, IL","Unit Clerk in Chicago, IL",Unit Clerk,4.0,4.0,4.0,4.0,4.0,4.0,Rush University Medical Center
288,"March 13, 2016
Helpful (1)
""Janitorial assistant""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
I have been working at Rush University Medical Center part-time
Pros
Good hours, good fellow workers
Cons
low benefits, location difficult to get to
Helpful (1)",Sun Mar 13 2016 04:19:21 GMT-0400 (Eastern Daylight Time),,,Current Employee ,Janitorial assistant,3.0,3.0,3.0,3.0,3.0,3.0,Rush University Medical Center
289,"February 28, 2016
""Rush review""
 Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center
Pros
Good educational benefits (1,000/year for education) and credit reimbursement
Cons
no holidays, 4 ""holidays"" but you still take forced PTO. Hard to advance and get raises
Helpful",Sun Feb 28 2016 11:45:31 GMT-0500 (Eastern Standard Time),,, ,Rush review,4.0,4.0,5.0,4.0,4.0,4.0,Rush University Medical Center
290,"March 9, 2016
Helpful (2)
""IT""
Former Employee - Anonymous Employee in Chicago, IL
I worked at Rush University Medical Center full-time for more than 3 years
Pros
average benefits, good work life balance
Cons
there isn't much on career growth
Helpful (2)",Wed Mar 09 2016 07:02:23 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Former Employee ,IT,3.0,3.0,3.0,3.0,3.0,3.0,Rush University Medical Center
291,"February 15, 2016
""Great Place to work""
Current Employee - Anonymous Employee 
Recommends
Neutral Outlook
Approves of CEO
I have been working at Rush University Medical Center part-time
Pros
Very innovative place where employees generally assist and support others. I would recommend to any healthcare professional/business professional looking to get into the healthcare sector
Cons
Lags in marketplace like all healthcare organizations. Lots of things going on in this organization at once so it's difficult to juggle everything. never bored that's for sure.
Helpful",Mon Feb 15 2016 09:18:28 GMT-0500 (Eastern Standard Time),,,Current Employee ,Great Place to work,5.0,4.0,5.0,3.0,4.0,5.0,Rush University Medical Center
292,"February 26, 2016
Helpful (2)
""The Rush Way""
Former Employee - Anonymous Employee 
I worked at Rush University Medical Center full-time
Pros
Pay and benefits are competitive.
Cons
The corporate culture is one of employees ""telling on"" one another. If an employee says or does anything that is not ""the Rush way,"" leadership will systematically make that person's work environment miserable until they quit. There is marked favoritism and nepotism in the fabric of the institution leadership.
Advice to Management
Do not employ husband-wife or couples in positions of leadership such that one is the supervisor of the other.
Helpful (2)",Fri Feb 26 2016 08:47:15 GMT-0500 (Eastern Standard Time),,,Former Employee ,The Rush Way,2.0,,,,,,Rush University Medical Center
293,"February 13, 2016
""CSO""
Current Employee - Anonymous Employee 
I have been working at Rush University Medical Center full-time
Pros
cso is great paying; what nurses should get paid
Cons
12 hour shifts; days; on our feet too long
Helpful",Sat Feb 13 2016 12:19:54 GMT-0500 (Eastern Standard Time),,,Current Employee ,CSO,4.0,5.0,3.0,3.0,4.0,2.0,Rush University Medical Center
294,"February 12, 2016
""Pretty good""
Current Employee - Anonymous Employee 
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center full-time
Pros
Benefits are good I guess
Cons
I wish I was paid more
Advice to Management
Management is good and all
Helpful",Fri Feb 12 2016 08:48:37 GMT-0500 (Eastern Standard Time),,,Current Employee ,Pretty good,4.0,5.0,4.0,3.0,3.0,4.0,Rush University Medical Center
295,"February 6, 2016
""Research assistant in Psychiatry Department""
 I have been working at Rush University Medical Center
Pros
great benefits, great supervisors that are hands on and helpful. Work environment is great and there's so many ways to grow and get more experience in the field.
Cons
pay is kind of low, but it is an entry level position to research assistant positions
Helpful",Sat Feb 06 2016 19:33:20 GMT-0500 (Eastern Standard Time),,, ,Research assistant in Psychiatry Department,5.0,,,,,,Rush University Medical Center
296,"March 3, 2016
Helpful (10)
""Does not live up to Magnet and ICARE values""
Current Employee - Registered Nurse in Chicago, IL
Doesn't Recommend
Negative Outlook
No opinion of CEO
I have been working at Rush University Medical Center full-time
Pros
Great tuition reimbursement, beautiful new buildings, covered parking, a few good genuine nurses that truly care for patients and their well being. Good research hospital.
Cons
To be bullied as a new employee and not have the support of my manager was extremely disheartening. I felt like a kid in grade school-bullied and constant chattering, gossiping, and the cold shoulder wondering what in the world is going on-did I do something wrong, upset somebody? Healthcare requires teamwork, but I was forced to work with minimal help because the nurses & PCTS that have worked together and we're...
Show More
Advice to Management
Be on the front line to see and experience firsthand. Support your employees. Get rid of the favoritism. Put patients first.
Helpful (10)",Thu Mar 03 2016 15:41:17 GMT-0500 (Eastern Standard Time), Registered Nurse,"Chicago, IL",Current Employee ,Does not live up to Magnet and ICARE values,1.0,1.0,2.0,1.0,4.0,1.0,Rush University Medical Center
297,"January 29, 2016
""Rush Rocks""
Current Employee - Environmental Tech in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I have been working at Rush University Medical Center part-time for more than a year
Pros
Overall great place to work and the people here are very friendly
Cons
Union position work off seniority instead of performance.!
Helpful",Fri Jan 29 2016 09:45:43 GMT-0500 (Eastern Standard Time), Environmental Tech,"Chicago, IL",Current Employee ,Rush Rocks,5.0,3.0,5.0,5.0,5.0,3.0,Rush University Medical Center
298,"February 2, 2016
Helpful (4)
""Don't come""
Current Employee - Anonymous Employee 
Doesn't Recommend
Neutral Outlook
Disapproves of CEO
I have been working at Rush University Medical Center full-time
Pros
Salary can be good depending on your manager.
Cons
Low PTO. Lots of lip service to employee morale, but they hire micromanaging leaders who force people out because they can't stand it any more. Regret coming here.
Advice to Management
Clean house at the top./\
Helpful (4)",Tue Feb 02 2016 07:26:26 GMT-0500 (Eastern Standard Time),,,Current Employee ,Don't come,2.0,2.0,1.0,2.0,2.0,1.0,Rush University Medical Center
299,"January 20, 2016
""Intern""
 Approves of CEO
I worked at Rush University Medical Center
Pros
Leading health care institution located in the heart of the Chicago west-loop. The people working at Rush are very dedicated to the mission of providing excellent care to all individuals
Cons
As with any large institution there can be bureaucracy making change difficult as well as making it difficult to efficiently get large projects accomplished.
Helpful",Wed Jan 20 2016 05:15:14 GMT-0500 (Eastern Standard Time),,, ,Intern,4.0,4.0,4.0,4.0,3.0,4.0,Rush University Medical Center
300,"January 10, 2016
""Work environment and culture""
 Recommends
I worked at Rush University Medical Center
Pros
Great training environment for medical professionals!
Cons
Limited professional advancement depending on department.
Helpful",Sun Jan 10 2016 14:53:48 GMT-0500 (Eastern Standard Time),,, ,Work environment and culture,4.0,4.0,4.0,3.0,3.0,4.0,Rush University Medical Center
301,"January 9, 2016
""medival assistant""
Current Employee - Anonymous Employee 
Positive Outlook
I have been working at Rush University Medical Center full-time
Pros
Great benefits and great organization!
Cons
As with any job there are cons ,probably territorial staff to members or those not willing
Advice to Management
Listen more take action more be proactive
Helpful",Sat Jan 09 2016 06:31:06 GMT-0500 (Eastern Standard Time),,,Current Employee ,medival assistant,5.0,2.0,2.0,5.0,5.0,1.0,Rush University Medical Center
302,"December 31, 2015
""Work""
 in Chicago, IL
I have been working at Rush University Medical Center for more than 3 years
Pros
Great place to work at
Cons
Need to know people to move
Helpful",Thu Dec 31 2015 20:15:26 GMT-0500 (Eastern Standard Time),,"Chicago, IL"," in Chicago, IL",Work,4.0,4.0,4.0,3.0,3.0,3.0,Rush University Medical Center
303,"January 13, 2016
""Overall Good Place""
 I have been working at Rush University Medical Center
Pros
Great co-workers and competitive pay
Cons
poor parking, not enough training for job.
Helpful",Wed Jan 13 2016 10:06:29 GMT-0500 (Eastern Standard Time),,, ,Overall Good Place,3.0,3.0,3.0,4.0,4.0,2.0,Rush University Medical Center
304,"January 8, 2016
""RN in patient""
Former Employee - Anonymous Employee in Chicago, IL
Recommends
Positive Outlook
Approves of CEO
I worked at Rush University Medical Center full-time for more than 5 years
Pros
Staff excellent team work work well together
Cons
If you live in the suburbs, not easy to get to
Advice to Management
NA
Helpful",Fri Jan 08 2016 04:46:59 GMT-0500 (Eastern Standard Time),,"Chicago, IL",Former Employee ,RN in patient,3.0,3.0,2.0,3.0,3.0,2.0,Rush University Medical Center
305,"January 25, 2016
Helpful (3)
""Department Administrator""
Department Administrator in Park Forest, IL
Doesn't Recommend
Neutral Outlook
Approves of CEO
I worked at Rush University Medical Center for more than a year
Pros
Big and lots of smart people
Cons
Big slow, not detailed oriented, outdate HR staff
Advice to Management
Get real
Helpful (3)",Mon Jan 25 2016 07:29:13 GMT-0500 (Eastern Standard Time),,"Park Forest, IL","Department Administrator in Park Forest, IL",Department Administrator,1.0,2.0,3.0,1.0,2.0,1.0,Rush University Medical Center
306,"January 5, 2016
""Not a great place to work.""
 Doesn't Recommend
Negative Outlook
Disapproves of CEO
I worked at Rush University Medical Center
Pros
They hired people. We got paid on time. I was not laid off. Sometimes we were able to help students learn more.
Cons
Constant downsizing and crazy vacation policy. The benefits incentives felt invasive and mandatory. University management lacked vision.
Advice to Management
Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam vitae hendrerit massa, commodo ultrices elit. Quisque dictum purus arcu, ac.
Helpful",Tue Jan 05 2016 06:39:02 GMT-0500 (Eastern Standard Time),,, ,Not a great place to work.,2.0,4.0,1.0,2.0,2.0,2.0,Rush University Medical Center
307,"December 16, 2015
Helpful (1)
""administration""
Current Employee - Anonymous Employee 
Recommends
Approves of CEO
I have been working at Rush University Medical Center full-time for more than 8 years
Pros
Enjoy working with many of my colleagues. Many passionate and smart people in leadership and on staff. Many stay with the organization for decades.
Cons
PTO has to be earned for time off. So even non-clinical staff have to use PTO for time off including holidays rather than just getting certain holidays paid off and then earning PTO for other uses. Promotions are hard to come by. Still many silos to break down across the organization.
Advice to Management
Create pathways for advancement. Especially for women. We shouldn't have to beg for advancement or given the run-around. If we are good and capable of more, then promote us. Otherwise, enjoy the exit interview.
Helpful (1)",Wed Dec 16 2015 11:32:36 GMT-0500 (Eastern Standard Time),,,Current Employee ,administration,3.0,,,,,,Rush University Medical Center
